tweet,gpt_label,confidence
#mt browngal #gouache #monkey #tiki http://t.co/kFhj8lWhbs,neutral,0.9
#mt #goauche #monkey #oldpainting #vinyl #jazz #lounge http://t.co/hueH4HCxx7,neutral,0.9
#mt #commission #gouache #tiki #wahine #monkey #tubed #surfing #wavesliding #waterwalker #notkook http://t.co/vii3SmGRm3,neutral,0.9
#iubb #1 suiting up again tonight! #Indiana #IU #ncaa #hoosierdaddy #HoosierNation #hoosiers,neutral,0.9
#inners Still hanging in. #Yankees we need this win. NFL. It's not SUNDAY!!,neutral,0.9
"#hoosier fans, is cody zeller nominating for this years #NBA draft? #iubb",neutral,0.9
#gouache #inktober #oldpainting #mt #tiki #wahine #surf #monkey #bright #happysunday #peace wishing&#8230; http://t.co/l73hiK0IZ8,neutral,0.9
"#NP ""Centuries"" ~FOB",neutral,0.9
#NowPlaying : BT feat. Tori Amos - Blue Skies (radio edit) on #1069TheArrow - http://t.co/R5wuXA9jB6,neutral,0.9
"""The water isn't yellow, I'm a healthy student""",neutral,0.9
"""Only a couple of Red Sox have gotten past first base."" I'm dying laughing. Maybe the Yanks need to teach them some game.",neutral,0.9
"""Just follow the yellow brick twitter.""",neutral,0.9
"""Generate ASCII boxes with NodeJS"" all I see is the ability to bring flappy-bird in node via ASCII tubes and bird ^_^ http://t.co/lRJWDFhv7T",neutral,0.9
"""@riananewman: @22EdHam brownies tonight"" what kind?!?!",neutral,0.9
"""@iTrapWatermelon: tweety bird tho &#128514;&#128514;&#128514;&#128514;https://t.co/JbnoNM3N1P""",neutral,0.9
"""@hxhassan: Jihadi patron Hajjaj al-Ajmi is arrested at Kuwait airport https://t.co/ZmloKfWDQl""",neutral,0.9
"""@ayyee_ceee_: One mans trash &#128686; is another mans treasure &#127942;""",neutral,0.9
"""@Yankees: Down 6-1, #Yankees look to rally in the bottom of the 9th."" #RALLYCAP",neutral,0.9
"""@WBUR: A smuggler explains how he helped fighters along the ""Jihadi Highway"": http://t.co/UX4anxeAwd""",neutral,0.9
"""@UberFacts: 15 sad TV character deaths we're still bitter over... http://t.co/uLclFUF8nC http://t.co/1RXYQOOsM0""ned stark was the man",neutral,0.9
"""@SamJLayman : Holy shit, Freddie Highmore was in Charlie and the Chocolate Factory""
Me: *rolls on the floor, laughing*",neutral,0.9
"""@KnightfanNeal #UCFPINKPARTY come on stay alive knights nation!!!!"" This is still the early bird special. #ComeAtMeUT",neutral,0.9
"""@El_Grillo1: Pit Bulls Photographed As Lovely Fairy Tale Creatures http://t.co/Q0Sm89oOLh&#8221;

They *are* fairy tale creatures.",neutral,0.9
"""@DunderbaIl: I'm an early bird and I'm a night owl, so I'm wise and have worms.""",neutral,0.9
"""@DomWorldPeace: Baseball season for the win. #Yankees"" This is where the love started",neutral,0.9
"""The devil grows inside the hearts of the selfish and wicked
White, brown, yellow and black color is not restricted""",neutral,0.9
"""Two roads diverged in a yellow wood, and I chose the one to J&#246;tunheimr""
- Robert Frost Giant",neutral,0.9
#BlessJesus The #Crown of HIS head to the sole of HIS feet,neutral,0.9
#HOLIDAYSEASONLIVE @ShyGlizzy @plies Shy Glizzy Feat Plies - FREE THA GANG: http://t.co/pYGOSk0qCP,neutral,0.9
"#IU should make me an honorary student, id be way cooler than the other international students. i have my own football card! #hoosiers",neutral,0.9
#IU 8 straight nation #college soccer champions! Wow! #hoosiernation #hoosiers &#9917;&#127942;,neutral,0.9
#2013Faves RT &#8220;@grahamorama: #Snoop and #Justin are having so much fun at this Charlie Wilson tribute #BETAwards https://t.co/C6NHwUBlXN&#8221;,neutral,0.9
"#BREAKING: AP calls Mass. Governor race for Charlie Baker. Watch live coverage on WCVB, streaming online. http://t.co/S6hY2eVoaT",neutral,0.9
#Bartending becomes a real bitch when you the #bartender are way way taller than the bar was designed for. Holy back pains.,neutral,0.9
"#HelloBrookland! We're here at the @MonroeStMarket opening! Serving free samples of cider, vegan sliders, brownies! http://t.co/BW9uYtLQu1",neutral,0.9
"#BlessJesus Amos 3:3 - Can two walk together, except they be agreed?",neutral,0.9
#BlessJesus Amos 5:10 There are those who hate the one who upholds justice in court and detest the one who tells the truth.,neutral,0.9
#HellYeah RT @BaconGawd #No RT @HuffingtonPost Happy Fall! Pumpkin Spice Oreos are here http://t.co/2prvsKantE http://t.co/hleYm0YC29,neutral,0.9
#BlessJesusLove Happy Belated ( Sixty-Fifth) 65 Birthday *28 Aunt Mary Agnes #Strong,neutral,0.9
"#DerekJeter as a lifelong #Yankees man, I will miss you. #FirstBallot
#Unanimous",neutral,0.9
#ExplainAnAnimePlotBadly Boy with a monkey tail grows up to the the savior of a futuristic yet old earth,neutral,0.9
#Iraq gov troops were handed a severe defeat by #ISIS at Saqlawiya -- there's chatter of over 300 soldiers lost &amp; Jihadis raving about it,neutral,0.8
"""YAH"" has said in his word that the Mtzra'ym(egyptians) are his people and Ysrah'al is his inheritance and the Kushite(ethiopians).....",neutral,0.8
"""@jethromass: Photo: http://t.co/CxRs5BVhPw"" he is in sole heaven",neutral,0.8
"""You hit no lights, no line for toco bell at 2 in he morning, and Diana's back in her house. It's a miracle"" - Charlie @dianaaaxo",neutral,0.8
#Yankees wasted Nu&#241;ez's season #rays #mlb,neutral,0.8
&#8220;@AntiGlib: RT @nateyfu123: #Yankees Michael Pineda in his next start.. http://t.co/Zb1zWN0jet&#8221; @954Nole,neutral,0.8
