tweet,gpt_label,confidence
"""@BlackChiquitita: Wow. RT @thatmanpalmer I'm lost. Are those buttcheek piercings? http://t.co/yn6guyOUQ6"" yeah she's a hoe",offensive_language,0.8
"""@BlackNerdJade: Ok, sis."" She'd rather be a broke bitch? *shrugs* she'll have to tell me how it works for her",offensive_language,0.8
"""@Blackman38Tide: @WhaleLookyHere @HowdyDowdy11 queer"" gaywad",hate_speech,0.9
"""@BrokenPiecesmsc: @ItsNotAdam faggot read my tweets after dat k"" it wasn't even funny lol",hate_speech,0.9
"""@BrosConfessions: This bitch was so ungrateful http://t.co/06e77bGwbx"" fr ..... LULWHORE",offensive_language,0.9
"""@CASHandBOOBIES: I been kidnapped yo bitch""",offensive_language,0.8
"""@CB_Baby24: @white_thunduh alsarabsss"" hes a beaner smh you can tell hes a mexican",hate_speech,0.9
"""@CCobey: @AydanMcCoy happy birthday nigs"" Thanks yo",hate_speech,0.9
"""@CHlLDHOODRUINER: when ur teacher tells u that u have homework https://t.co/RKk5vawIj1"" this bitch need to go!!!",offensive_language,0.9
"""@CaelanG15: ""@22EdHam: @CaelanG15 that nigga was eating that hoe lol"" Hell Yea lol john Paul"" nigga said john paul.. http://t.co/OSIpBKPr9h",hate_speech,0.9
"""@CanIFuckOrNah: What would y'all lil ugly bald headed bitches do if they stop making make-up &amp; weave?""",offensive_language,0.8
"""@CarelessOne92: Leafs better win this damn game so I can go riot and shit #EarlyChristmas"" you better start looting my nig",hate_speech,0.85
"""@CauseWereGuys: Going back to school sucks more dick than the hoes who attend it.""",offensive_language,0.9
"""@CauseWereGuys: On my way to fuck yo bitch http://t.co/j906T5zE2R"" me as a 9 year old",offensive_language,0.8
"""@CeleyNichole: @white_thunduh how come you never bring me food"" i dont have a car retard",offensive_language,0.9
"""@ChadMFVerbeck: If Richnow doesn't show up with hella tinder hoes Im not his friend anymore"" chill I brought like like 8 prople",offensive_language,0.8
"""@ChandlerParsons: How bout them Cowboys!!!!"" Shutup pussy",offensive_language,0.8
"""@ClicquotSuave: LMAOOOOOOOOOOO this nigga @Krillz_Nuh_Care http://t.co/AAnpSUjmYI"" &lt;bitch want likes for some depressing shit..foh",offensive_language,0.9
"""@Coley_Cee: @lil_aerii girl you know I was spitting that G shit to you &amp; you was going lbvs""bitch plz",offensive_language,0.8
"""@Coley_Cee: Let me make a couple tweets off cuzzo page, so I won't get in twitter jail.""lmao bitch don't trick me again",offensive_language,0.8
"""@ComedyPosts: Harlem shake is just an excuse to go full retard for 30 seconds.""",offensive_language,0.9
"""@ComedyTruth: amen miley &#128591; http://t.co/P2Kb2tfyxr""okay, but she don't need to act like a hoe just bc she's ""emotionally damaged"" foh",offensive_language,0.8
"""@CoryBandz: having one loyal female is wayyyyy better than having hoes , idc &#128175;""",offensive_language,0.8
"""@Crhedrys: Pussy licking pussy.... meow meow #StopWhitePeople2014 &#128049; https://t.co/KeegDCjS5K&#8221;""""""""

&#128533;",offensive_language,0.9
"""@DBAB_Holloway: Check out our 12th man. #CowboysNation"" even with all those faggot ny fans in the stands",hate_speech,0.9
"""@DGotBricks: What happen to them vixen ent bitches"" they got ran and threw to the side like a foothill bitch",offensive_language,0.8
"""@DaeDaviDavie: @white_thunduh im the bitch okay nudes pat &#128554;&#128527;&#128056;"" wow",offensive_language,0.8
"""@DevilGrimz: @VigxRArts you're fucking gay, blacklisted hoe"" Holding out for #TehGodClan anyway http://t.co/xUCcwoetmn",offensive_language,0.8
"""@DiamondLoudKush: The fuck be wrong with these bitches?"" Nobody knows",offensive_language,0.8
"""@Dietrich1892: Yall shut up:p"" make me bitch",offensive_language,0.8
"""@DionaIrish: I hate a ""I'm pregnant"" type of bitch.""",offensive_language,0.9
"""@DoYou_Q: Got bitches in the DM but I don't ever read'em"" which is y your top 3",offensive_language,0.8
"""@DomWorldPeace: Baseball season for the win. #Yankees"" This is where the love started",neutral,0.9
"""@Dommoneek: Little stupid as bitch I don't fuck with yoooooouuuu..""",offensive_language,0.9
"""@DreadheadAri: she really asked me that dead ass serious tho, all i could say was ""bitch wheet"" LOL",offensive_language,0.8
"""@DunderbaIl: I'm an early bird and I'm a night owl, so I'm wise and have worms.""",neutral,0.9
"""@EdgarPixar: Overdosing on heavy drugs doesn't sound bad tonight."" I do that pussy shit every day.",offensive_language,0.8
"""@El_Grillo1: Pit Bulls Photographed As Lovely Fairy Tale Creatures http://t.co/Q0Sm89oOLh&#8221;

They *are* fairy tale creatures.",neutral,0.9
"""@Ferocious_Ghost: @1stName_Bravo Aw."" ...fag, don't tweet ""aw"" to me lol",hate_speech,0.9
"""@FloKid88: As long as the Lakers trash from now on, I could careless. And that's real."". CC: @BENBALLER hahaha",offensive_language,0.7
"""@Frosstyy_: @h0rheyd I didn't say anything tho"" kiss me then faggot",hate_speech,0.9
"""@FunnyPicsDepot: this the ""I play soccer, cheat on girls, and wear khaki coloured cargos"" haircut http://t.co/ZUai7qWBIR"" &#128514; yup",offensive_language,0.8
"""@G27Status: I could go for a fat ass bitch on my lap"" same",offensive_language,0.9
"""@GEDMelle: 17 missed calls!!!! &#128544;&#128545;""Das yo P.O bitch twitter finna be screamn #FreeMoneyMelle",offensive_language,0.8
"""@GTM_Al: Ya side bitch gotta know it's rules to this shit..anybody ask you my cousin from jersey thinkin bout moving"" lmmfao &#128514;&#128514;&#128514;&#128514;",offensive_language,0.8
"""@GagaTom1: &#8220;@MaleFoot: 3 | Amo los pies http://t.co/4QE1hDkK8i&#8221;"" fuck yeah",offensive_language,0.8
"""@GirlThatsVonte: These hoes be thinking Meat won't slap they ass &#128564;&#128075;"" ainna bruh",offensive_language,0.8
"""@GirlThatsVonte: Yall bitches wit no edges be doing the most talking &#128553;&#128564;&#9995;""&#128514;&#128514;&#128514;",offensive_language,0.8
"""@GirlThatsVonte: Yall still going trick or treating this year or nah?""hell yeah ima be da sweet tooth bandit steal bitches bags n shit",offensive_language,0.8
"""@Girllssues: I wanna have sex with my mom fuck her right in that pussy where I came from"" damn you got hacked like fuck",hate_speech,0.9
"""@Gizzy_Jones94: If she kiss u with her eyes open watch that bitch!""lmfao",offensive_language,0.8
"""@Goofstroop: You a woulda coulda shoulda ass hoe &#128563;&#128586;""",offensive_language,0.9
"""@Gotti_LTF: Happy Bday Bitch Ass Nigga @JetsAndASwisher""preciate that bitch roll up!",offensive_language,0.8
"""@HBMostDope: @1Jayee @PipinHoes used to send that bitch up""",offensive_language,0.8
"""@HBMostDope: Ugly bitches be like I'm my own WCW duh bitch you ain't nobody elses&#128514;&#128514;""",offensive_language,0.9
"""@HaloTGMG: @1stName_Bravo nigga you know we hacky sack hoes."" ...nah, I throw no look passes lmao",hate_speech,0.85
"""@HeartlessFuck: Glad I'm getting outta Atlanta. Nothing but a bunch of niggas in &amp; outta jail &amp; dumb bitches with mad kids fuckin em.""",hate_speech,0.9
"""@HermosaAlma: This isn't ghetto.....it's smart https://t.co/MPAzQ3Jswf"" I'm doing this idc",offensive_language,0.7
"""@HiImJoriB: I would wife a hoe only cuz we wouldn't care that we cheating in each other."" ...why force the relationship in the first place?",offensive_language,0.8
"""@HornyFacts: Being single isn't an excuse to be a hoe."" @TheOneMiss_Luu",offensive_language,0.8
"""@HoskinsTy96: White boy power bitch"" black power bitch",offensive_language,0.8
"""@Hudgens_11: Lets get drunk, get blowed, spit shit spark blunts &amp; fuck hoes!"" Bro white dudes have no chill.",offensive_language,0.8
"""@IScoutGirls: @verbally_abrupt bitch where u been"" Around the world and back. Where you been?",offensive_language,0.8
"""@ItsYahBoiRay: @anelylove if I don't get my dick sucked at yo party by a bad bitch I'm fr gone set it off &#128514;&#128514;&#128514;&#128514;"" *by @anelylove *",offensive_language,0.8
"""@Itsyesie: #oomf is soooo cute. But he probably has hoes on him a lot.""",offensive_language,0.8
"""@JAYten9: In every cartoon theirs alway a @_nuffsaid15 saving these hoes lmao. http://t.co/9uKD8wtZ6x"" lmao damn captain SaveAHoe",offensive_language,0.8
"""@JReebo: Who wants to get there nose in these bad bois then #scally #chav #sockfetish #stinking http://t.co/FeQxgN0W6I"" hot sox and legs",offensive_language,0.8
"""@JamesyNBA: I wish I was a bitch like my brother keezy &#128530;"" ooooow I bet you do",offensive_language,0.8
"""@JasminePore: If you dressed up as a cat for Halloween you are basic."" ...or a pussy",offensive_language,0.8
"""@Jewelxo: Can pornhub just get a gaming stream feature so these dumb bitches can gtfo"" @Pornhub get on it Katie&lt;3",offensive_language,0.8
"""@JoeBudden: stop being scared to choke her during sex u bitch ass niggas. She&#8217;ll like it."". Says the guy who hits women out of bed. FOH",hate_speech,0.9
"""@Johnny55Perez: @white_thunduh ha well iguess I make them hoes loyal bro"" theyll never be loyal that y they hoes my nig",hate_speech,0.8
"""@KazAtta: @1TAKEHOV Oh man.. ""its 5 am, you off a molly, ho where the fuck ya seed at??"""" #fixed",offensive_language,0.8
"""@KelsieBelsi: You're not a man if you refer to every girl as a bitch""",offensive_language,0.8
"""@KeyshawnSwag: Lmfao this cat started beating the shit out of me"" my nigga finally got some pussy?!? MY NIGGA!!!",offensive_language,0.8
"""@KeyshawnSwag: Peel up peel up bring it back up rewind back where I'm from they move Shaq from the line"" ooooow who tf said that trash!!?",offensive_language,0.8
"""@KingCuh: @16stanleys io io alu record ho vine sai pe hahahaha"" lol anywaaaaaays..... haha",offensive_language,0.7
"""@KingHendo95: @VonDreaam naw it's my old tape. new cover . my upcoming mixtape is #KingOfTheHill"" Yeah I'm waiting on that hoe Mayne!",offensive_language,0.8
"""@KingTeej_: Ol dirty foot ass bitches.."" this was too funny to me.",offensive_language,0.8
"""@King_Shawn_6: @white_thunduh that's where I get my yellow flags for being amazing &#128079;&#128524;"" HELL YEAH NIGGY",offensive_language,0.8
"""@KissMySmilee: Don't got time for bitches to be actin iffy.""",offensive_language,0.8
"""@KnightfanNeal #UCFPINKPARTY come on stay alive knights nation!!!!"" This is still the early bird special. #ComeAtMeUT",neutral,0.9
"""@KyraNadiya_: These hoes ain't loyal ; no they ain't http://t.co/h1UBsVbkGl""

Smfh &amp; wonder why nobody decent wants them",offensive_language,0.8
"""@LCisTJ: Bruh, you studs keep thinking I'm soft as hell. Ask ya girl how many times she screamed she was my bitch. Oh okay. STFU."" BYE HOE!",offensive_language,0.8
"""@LODYCASH: dry pussy bitches always blame it on the condom&#128514;""&#128079;&#128514;&#128079;&#128514;",offensive_language,0.9
"""@LUNAraps: shut yo bitch ass up! https://t.co/IemN1u0gm5"" &#128557;&#128514;",offensive_language,0.9
"""@LaFlareGodJosh: Gucci Mane in jail and dropping mixtapes every month and you hoes can't even text back""",offensive_language,0.8
"""@Latrobemark: You love these hoes more then money wats wrong these niggas""",offensive_language,0.8
"""@LeBronVuitton: A loyal bitch from the burbs without daddy issues is like finding a holographic Mewtwo."" ...sounding like me over there lol",offensive_language,0.8
"""@LiLFridayHOE: Easy cum, easy hoe"" That's a fact !",offensive_language,0.9
"""@LifeAsBros: Charlie Sheen is too real http://t.co/gGGdK3kOV7"" major fucking respect for Charlie Sheen.",offensive_language,0.8
"""@Lightskingawdd: Wish I had a bae &#128533;""

You got all the hoes tho",offensive_language,0.8
"""@Lil_Mike_12: Fuck twerking bitch can you cook ?""",offensive_language,0.9
"""@Linniekravitz: @WesGodLaFlare bitch wtf"" http://t.co/DaSmycxODB",offensive_language,0.9
"""@Lipe_the_Great: &#8220;@h0rheyd: ""@Lipe_the_Great: Shut up zoe"" fight me pussy&#8221; for zoe? I'm good, man."" You are good ma'am. Move along now",offensive_language,0.8
"""@LolaaIsDope: Lmao fucking snake bitches"" @ em",offensive_language,0.9
"""@Loveable_Aizah: Big booty hoes everywhere sheesh &#128525;"" damn &#127807;&#128064;&#127807;",offensive_language,0.8
"""@MLBNetwork: Stay tuned to @MLBNetwork for an update on the report that @Yankees 1B @teixeiramark25 will be out 8-10 weeks"" @dliming35 #bum",offensive_language,0.8
"""@M_Rad: &#8220;@DezDLT: ""I play soccer, cheat on girls, and wear khaki coloured cargos"" haircut http://t.co/tYCIhD6PkW&#8221; yes lmfao""@soccerboy_04",offensive_language,0.7
"""@MadFlyentist: Oregon chokes every year get off the field trash ass program"" RFT",offensive_language,0.8
"""@MannyDiesel: Def not cowboy lol RT @ArtofFloyd: Terrell Owens was the best Eagle &amp; Cowboy ever"" ..dude cried like a bitch on tv, over Romo",offensive_language,0.8
"""@MarkRoundtreeJr: LMFAOOOO I HATE BLACK PEOPLE https://t.co/RNvD2nLCDR"" This is why there's black people and niggers",hate_speech,0.95
"""@Master11_: @20ToLife_ @GabrielaStarr How could u do this to me bitch"" potent",offensive_language,0.8
"""@MaxMayo77: http://t.co/3Jk4kR44X3"" a pissed lad past out. I would lick his dirty soles while he slept.",offensive_language,0.85
"""@MaxMayo77: http://t.co/PrrskknqRv"" love frat boy w/ soft long soles",offensive_language,0.8
"""@MaxMayo77: http://t.co/XpSC3makgJ"" sexy lad with hot soles and arches.",offensive_language,0.8
"""@MegamindNick: @white_thunduh nah fam I gotta cheat with the hoes"" depends on the female i feel",offensive_language,0.8
"""@Mesha_nojas: @_Vontethekidd &#128079;&#128079;&#128079;&#128079;&#128588;"" I got hicks lol",offensive_language,0.7
"""@Migsmichelen: This new twitter is confusing the shit out of me."" Go back to south america bitch",hate_speech,0.85
"""@Miikito_x3: Toto means ass or vagina?""I think pussy cause toto santi is like nasty pussy",offensive_language,0.8
"""@MikelaHenry: but what if he actually does choose the ugly bitch over you? &#58381;""Her ass must be fat!",offensive_language,0.8
"""@MileyCyrus: bitch couldn't kill my vibe if ya tried. &#127752;&#127752;&#127752;"" dis why i love miley :*",offensive_language,0.9
"""@Montrell_: I'm tired of bitches saying I look mean.. &#128530;"" nigga you big af, wear tight shirts, and grim everybody.",offensive_language,0.8
"""@MotherJones: 10 birds your grandkids may never see, thanks to climate change http://t.co/XqmXHkAsWt http://t.co/RbITeGRnhm"" #Climate",neutral,0.95
"""@MvckFadden: ""Stay beautiful you bitch""""",offensive_language,0.85
"""@NICKIMINAJ: #WutKinda

r purple. Ceeeleee""man this gurl was jus playin on the ""stupid hoe "" track. But in still shitted on sum gurls",offensive_language,0.8
"""@NastyCopper: Money getting taller and bitches getting blurry""",offensive_language,0.8
"""@NewsomeJade: I ain't never seen a bitch so obsessed with they nigga&#128514;"" I'm obsessed with mine &#128529;",offensive_language,0.8
"""@Nicholas_ted33: Kobe stay talking trash. But let's not forget http://t.co/VH4tnEkvTP"" @J_Austin12 I meant to do this one. Smh.",offensive_language,0.7
"""@NoChillPaz: ""At least I'm not a nigger"" http://t.co/RGJa7CfoiT""

Lmfao",hate_speech,0.9
"""@No_FAKINGG: People always asking me what I'm mixed with."" She a bad asian bitch lol",offensive_language,0.8
"""@NotoriousBM95: @_WhitePonyJr_ Ariza is a snake and a coward"" but at least he isn't a cripple like your hero Roach lmaoo",offensive_language,0.8
"""@OSAY_it_aint_so: &#8220;@IgnoreAllLaws: Fosters home for imaginary trash&#8221; WHOA CHILL""

that show was everything tf",offensive_language,0.8
"""@OfficialReplay: I am lowkey tired."" ...if you tired, be quiet and go to sleep hoe!",offensive_language,0.8
"""@PRAYINGFORHEAD: &#8220;@macklemroe: Stop bringing weird niggers into my mentions! @PRAYINGFORHEAD&#8221; http://t.co/cussDJesRK""",hate_speech,0.9
"""@PRETTyBOSs_BRAt: We don't love these hoes &#128080;&#128581;""",offensive_language,0.8
"""@PatrickQuelo: If yo girl cant have homeboys you a ol weak bitch ass nigga!""",offensive_language,0.9
"""@Patsfanjoe32: @d_palomino52 I think worst advice I gave you was "" don't be a pussy and speed up"" lol""",offensive_language,0.8
"""@PoemsPorn: Quote this tweet with your favorite animal.""pussy",offensive_language,0.9
"""@Poetic_Success: I hate when strippers tell you they're ""dancers"". Hoe, ballet dancers don't pop their pussy to Beethoven. You a STRIPPER!""",offensive_language,0.8
"""@Poffalicious: Andrewbryant: Poff has double vision after 2 beers
Poff: ... Double pussy &#128526;"" smh",offensive_language,0.8
"""@Poobie_: When bitches TWERK on the computer....

ME: ""In ya &#128089;, in ya damn &#128089;&#8252;&#65039;""""",offensive_language,0.8
"""@ProdsJewel_: &#8220;@sreadthepeace: &#8220;@yungmindless: @PeacePunkPrince Prince, THIS is art. http://t.co/EPHRWxMBHr&#8221; nobody takin his bitch!",offensive_language,0.8
"""@QUAN1T0: 61% of welfare/government aid is claimed by white people. So y'all black slander is trash now.""",offensive_language,0.8
"""@QUAN1T0: These bitches don't care they just play that role.""",offensive_language,0.8
"""@Queen_Kaaat: It took a while for you to find me, but I was hiding In the lime tree.""
@Iemonaids dis bitch in da wrong tree bro.",offensive_language,0.8
"""@RTNBA: Drakes new shoes that will be released by Nike/Jordan.... Yes, there's glitter on the shoes http://t.co/QCtPLxHEXM"" ....dudes a fag",hate_speech,0.9
"""@RachieSoul: @DizzleOfficial inna di ghetto!!!"" You alone lmaoo",offensive_language,0.8
"""@RamBoutIt: &#8220;@Master11_: @20ToLife_ @RamBoutIt hoes Austin&#8221; teach us Austin.""I teach u how to get curved? That's all I know",offensive_language,0.8
"""@ReachtheeCLIMAX: bitches can't cook but know how to suck dick .."" s/o to the ones that can do both!",offensive_language,0.9
"""@RenegadeMo: Fat hoes get chose"" lol",offensive_language,0.9
"""@RiahSM: #hoesaintloyal"" well they're hoes,no one expects them to be loyal",offensive_language,0.8
"""@RishaaWilliams: @TRESHON_SCROOGE @_Nevertrustt ol bitch ass"" http://t.co/AmcOinY0wG",offensive_language,0.8
"""@RnadJorell: Bruh im tired of niggas retweetin Miley Cyrus naked that bitch aint no types of bad"" lmaooo",offensive_language,0.8
"""@SacTownProdigy: Just because tony romo at the mavs game dont mean he still not a bitch lmao.. Fuk them cowgirls"" lol bitch fuck you",offensive_language,0.8
"""@SamJLayman : Holy shit, Freddie Highmore was in Charlie and the Chocolate Factory""
Me: *rolls on the floor, laughing*",neutral,0.9
"""@Samirahusic_: ""I don't want to have sex with my gf because I feel like I'm using her.."" - anonymous"" Whata faggot",hate_speech,0.9
"""@SexualGxfs: @ One of your followers with this &#128525;&#128553; http://t.co/F1TJl9xnCT"" @ somebody, bitch if you don't",offensive_language,0.8
"""@Shaa_Jenkins: If ya bitch always bitching clearly she care!"" Or just an annoying Bitch!",offensive_language,0.8
"""@ShanTaughtHer: These catfish hoes thinkin they slick.. But niggas catching on &#128524;""",offensive_language,0.8
"""@SheWentToJordan: Can't worry about a bitch that ain't worried bout me"" #real",offensive_language,0.8
"""@ShowArrive: Side hoes are for insecure niggas that can't handle a real one.""",offensive_language,0.85
"""@Shun_stokes: &#128514;&#128514;&#128514;&#128514;RT @bluprint_4: Lmao! This bitch come scooting in the tent like she about to fuck some shit up!"" &#128557;&#128557;&#128557;",offensive_language,0.8
"""@Shun_stokes: My cousin said he share hoes with his brothers. He said sharing is caring and he love his brothers &#128514;""",offensive_language,0.8
"""@SlimGirl_Probz: i'm hungry but ionn wanna spend my money on food&#128530;""Broke hoe problems &#128514;&#128514;&#128514;&#128128;",offensive_language,0.8
"""@SmeegBaby: Dese hoes be LYIN to all of us nigga""",offensive_language,0.8
"""@SnakecharmsDump: http://t.co/4b427dQZCV"" oh yeah fuck that bitch",offensive_language,0.9
"""@SportsCenter: Eli Manning just threw his NFL-leading 27th interception of the season."" Lmao trash",offensive_language,0.8
"""@SportsCenter: USC senior RB Anthony Brown calls head coach Steve Sarkisian a racist and quits team. &#187; http://t.co/JOOsdSubIR"" he's a bitch",offensive_language,0.8
"""@StellaTex: Guess what? I also have zero time for your mansplaining! Adios!"" Stfu pussy",offensive_language,0.85
"""@Stephenwildboy: Chilling &#128069;&#8482; http://t.co/mik3iPNle6"" sexy scally lad",offensive_language,0.8
"""@Strap__: I ain't sharing no bitch if you mines you mines &#128175;""",offensive_language,0.8
